6,Nakhchivan Automobile Plant
7,Shollar water
8,Vinagro
9,Xan
,0
0,List_of_companies_of_Bahrain
,0
0,List_of_companies_of_Bangladesh
1,Aarong
2,Adamjee Jute Mills
3,Bismillah Group
4,Cooper's
5,Dragon Group
6,Ha-meem Group
7,Kazi Farms Group
8,KDS Group
9,Otobi
10,Pragoti
11,PRAN-RFL Group
12,Pride Group
13,Runner automobiles Ltd.
14,Shyampur Sugar Mills
,0
0,List_of_companies_of_Barbados
1,Banks Barbados Brewery
2,Barbados Ice Cream Company
3,Mount Gay Rum
4,Solar Dynamics
5,West Indies Sugar & Trading Company
6,WIBISCO
,0
0,List_of_companies_of_Belarus
1,Belshina
2,Minsk Motorcycle
3,Minsk Automobile Plant
4,Minsk Kristall
5,Olivaria Brewery
,0
0,List_of_companies_of_Belgium
1,Alpro
2,Anheuser-Busch InBev
3,Associated Weavers
4,Aveve
5,Beaulieu International Group
6,Cartamundi
7,Cavalier Chocolate
8,Confiserie Roodthooft
9,Delhaize Group
10,DOMO Group
11,Ecover
12,ETAP Lighting
13,Godiva Chocolatier
14,Guylian
15,Imperia Automobiles
16,Libeco-Lagae
17,Mutoh Europe nv
18,Ridley Bikes
19,Saluc
20,Septentrio
21,Seyntex
22,Sugar refinery of Tienen
23,Vanparys
24,Volvo Car Gent
,0
0,List_of_companies_of_Belize
,0
0,List_of_companies_of_Benin
,0
0,List_of_companies_of_Bermuda
1,Bacardi
2,Gosling Brothers
3,Signet Jewelers
,0
0,List_of_companies_of_Bhutan
,0
0,List_of_companies_of_Bolivia
,0
0,List_of_companies_of_Bosnia_and_Herzegovina
1,Agrokomerc
2,Banjalu?ka Pivara
3,Biha?ka pivovara
4,Pivara Tuzla
5,Sarajevo Tobacco Factory
6,Sarajevska pivara
,0
0,List_of_companies_of_Botswana
1,Botswana Meat Commission
2,Motor Company of Botswana
,0
0,List_of_companies_of_Brazil
1,Agrale
2,AmBev
3,Brasil & Movimento
4,Brasil Kirin
5,BRF S.A.
6,Caloi
7,Carbuss
8,Chamonix
9,Copacol
10,Dafra Motos
11,Del Vecchio
12,Embrapa
13,Estrela
14,Fabral
15,Garoto
16,Habib's
17,Iochpe-Maxion
18,JBS S.A.
19,Marcopolo
20,Marfrig
21,Mascarello
22,MWM International Motores
23,Natura
24,O Boticário
25,TAC
26,Tectoy
27,Troller Veículos Especiais
,0
0,List_of_companies_of_Brunei
,0
0,List_of_companies_of_Bulgaria
1,Ariana Brewery
2,Astika Brewery
3,Bulgartabac
4,Kamenitza
5,Karlsberg Bulgaria AD
6,Maxeurope
7,Pirinsko Pivo
8,Sofia Mel
9,Sucreries Raffineries Bulgares
10,Vitta Foods
,0
0,List_of_companies_of_Burkina_Faso
1,Tovio
,0
0,List_of_companies_of_Burundi
1,Brarudi
,0
0,List_of_companies_of_Cambodia
1,Cambrew Brewery
2,Kingdom Breweries
,0
0,List_of_companies_of_Cameroon
1,Brasseries du Cameroun
2,Cameroon Development Corporation
,0
0,List_of_companies_of_Canada
1,AHED
2,Aritzia
3,Black Diamond Cheese
4,Bluenotes
5,Bombardier Recreational Products
6,Brick Brewing Company
7,BrightSide Technologies
8,Canadian Tire
9,Canadian Wheat Board
10,Cargill Ltd.
11,Casavant Frères
12,Chrysler Canada
13,Corby Spirit and Wine
14,Cott
15,Dairyland Canada
16,Daiya
17,Dare Foods
18,Dart Flipcards
19,Electrohome
20,F&P Manufacturing Inc.
21,Farmers of North America
22,Federated Co-operatives
23,Ford Motor Company of Canada
24,Fort Garry Brewing Company
25,French Shoes
26,Ganz
27,General Motors Canada
28,George Weston Limited
29,Great Western Brewing Company
30,Haywire Winery
31,Honda Canada Inc.
32,Hudson Boatworks
33,Jackson Grills
34,Joker's Closet
35,Kal Tire
36,Kitchen Craft
37,Labatt Brewing Company
38,Lassonde Industries
39,Linamar
40,Lise Watier
41,Magna International
42,Maple Leaf Foods
43,McCain Foods
44,Molson Brewery
45,Moosehead Breweries
46,Nature's Path
47,North West Company
48,Novosbed
49,Oland Brewery
50,Palliser Furniture
51,Parmalat Canada
52,Parrish & Heimbecker
53,Paterson GlobalFoods
54,Premium Brands Holdings Corporation
55,Richardson International
56,Saputo Inc.
57,Shaftebury Brewing Company
58,Sleeman Breweries
59,Sleep Country Canada
60,Smart Technologies
61,St Hubertus & Oak Bay Estate Winery
62,Stanfield's
63,Sun-Rype
64,Sunward Aerospace Group
65,Tamarack Developments Corporation
66,Umbra
67,ZENN Motor Company
,0
0,List_of_companies_of_Cape_Verde
1,CERIS
,0
0,List_of_companies_of_Chad
,0
0,List_of_companies_of_Chile
1,Compañía de las Cervecerías Unidas
2,Concha y Toro
3,Cono Sur Vineyards & Winery
4,Cooperativa Agrícola Pisquera Elqui Limitada
5,Cooperativa Agrícola y Lechera de La Unión Limitada
6,IANSA
7,Kingston Family Vineyards
8,Kunstmann
9,Miguel Torres Chile
10,Ochagavia Wines
11,Soprole
,0
0,List_of_companies_of_China
1,361 Degrees
2,Aigo
3,Anta Sports
4,BBK Electronics
5,Bolisi
6,Bosideng
7,Brilliance Auto
8,BYD Auto
9,Changan Automobile
10,Changhe
11,Changhong
12,Chery Automobile
13,China Dongxiang
14,China Pabst Blue Ribbon
15,China Tobacco
16,Dongfeng Motor Corporation
17,Eno
18,ERKE
19,FAW Group
20,Feiyue
21,GAC Group
22,Geely
23,Great Leap Brewing
24,Gree Electric
25,Guangzhou Zhujiang Brewery Group
26,Haier
27,Hangzhou Wahaha Group
28,Harbin Brewery
29,Hasee
30,Hefei Meiling
31,Hisense
32,Huawei
33,Huiyuan Juice
34,JDB Group
35,Jiangling Motors
36,Jianlibao Group
37,Joyoung
38,Kingway Brewery
39,Lenovo
40,Li-Ning
41,Loncin Holdings
42,Meizu
43,Mengniu Dairy
44,Meters/bonwe
45,Midea Group
46,Nanjing Automobile
47,Panda Electronics
48,Peak Sport Products
49,Pearl River Piano Group
50,SAIC-GM
51,SAIC Motor
52,Septwolves
53,Skyworth
54,Suzhou Synta Optical Technology
55,TCL Corporation
56,Tianjin FAW
57,Trands
58,Tsingtao Brewery
59,Xiaomi
60,Yili Group
61,ZX Auto
,0
0,List_of_companies_of_Colombia
1,AKT motos
2,Alpina Productos Alimenticios
3,Auteco
4,Bavaria Brewery
5,Compañía Colombiana Automotriz
6,FSS
7,GM Colmotores
8,Grupo Nutresa
9,Helados La Fresita
10,Manuelita
11,Maravillas de Colombia S.A.
12,Miguel Caballero
13,Noel
14,Organizacion Corona
15,Postobón
16,Productos Ramo
17,Quala
18,Saeta
19,Sofasa
,0
0,List_of_companies_of_Costa_Rica
1,Cerveceria Costa Rica
2,Dos Pinos
3,Florida Ice and Farm Company
4,Ujarrás
,0
0,List_of_companies_of_Croatia
1,Adris grupa
2,Agrokor
3,Atlantic Grupa
4,Badel 1862
5,?akove?ki mlinovi
6,Carlsberg Croatia
7,Cedevita
8,Fortenova Group
9,Franck
10,Jamnica
11,Karlova?ka pivovara
12,Koestlin
13,Kraš
14,Ledo
15,Pivovara Li?anka
16,Podravka
17,Rimac Automobili
18,Sljeme
19,TOZ Penkala
20,Vindija
21,Viro
22,Zagreba?ka pivovara
,0
0,List_of_companies_of_Cuba
1,Cubatabaco
2,Habanos S.A.
3,Havana Club
4,José Arechabala S.A.
5,Modelo Brewery
,0
0,List_of_companies_of_Cyprus
1,KEO
2,Leon Beer
,0
0,List_of_companies_of_Denmark
1,Arla Foods
2,Bang & Olufsen
3,Bestseller A/S
4,Carlsberg Group
5,Chr. Hansen
6,Co-Ro Food
7,Daloon
8,Danish Crown AmbA
9,DLF
10,ECCO
11,Gryphon Audio Designs
12,House of Amber
13,IC Group
14,Kopenhagen Fur
15,Lego Group
16,Nordic Adult Entertainment
17,Phase One
18,Royal Copenhagen
19,Royal Unibrew
20,Scandinavian Tobacco Group
21,Select Sport
22,Tuborg Brewery
,0
0,List_of_companies_of_Djibouti
,0
0,List_of_companies_of_Dominica
,0
0,List_of_companies_of_Ecuador
1,Ecua-Andino Hats
,0
0,List_of_companies_of_Ecuador
1,Ecua-Andino Hats
,0
0,List_of_companies_of_Egypt
1,Al-Mansour Automotive
2,Arab American Vehicles
3,Bavarian Auto Group
4,BiscoMisr
5,Corona
6,Egyptian International Beverage Company
7,Egy-Tech Engineering
8,General Motors Egypt
9,Ghabbour Group
10,Herrawi Group
11,Nasr
12,Olympic Group
13,SICO Technology
14,Starworld
,0
0,List_of_companies_of_El_Salvador
1,Empresas ADOC
,0
0,List_of_companies_of_Equatorial_Guinea
,0
0,List_of_companies_of_Estonia
1,A. Le Coq
2,Estonia Piano Factory
3,Kalev
4,Liviko
5,Rakvere Lihakombinaat
6,Saku Brewery
7,Tartu Mill
,0
0,List_of_companies_of_Eswatini
,0
0,List_of_companies_of_Ethiopia
1,Harar Brewery
2,Marathon Motors Engineering
,0
0,List_of_companies_of_Fiji
,0
0,List_of_companies_of_Finland
1,Altia
2,Amer Sports
3,Bittium
4,EKS
5,Fiskars
6,Hartwall
7,HKScan
8,Marimekko
9,Nokian Jalkineet
10,Nokian Tyres
11,Olvi
12,Polar Electro
13,Raisio Group
14,Suominen Corporation
15,Suunto
16,Valio
17,Valmet Automotive
,0
0,List_of_companies_of_France
1,Ales Groupe
2,Babolat
3,Baccarat
4,Bel Group
5,Bugatti Automobiles
6,Cartier
7,Chanel
8,Chantelle
9,Christian Dior SE
10,Citroën
11,Danone
12,Debacq & Cie
13,Decathlon
14,Diptyque
15,Eisenberg Paris
16,Hermès
17,Kering
18,Lacoste
19,Lactalis
20,Lafuma
21,Lancôme
22,Le Zèbre
23,L'Oréal
24,Louis Vuitton
25,LVMH
26,Matra
27,Mavic
28,Michelin
29,Montagut
30,Norauto
31,Oxbow
32,Pernod Ricard
33,Peugeot
34,PSA Group
35,Renault
36,Salomon Group
37,Société Bic
38,1945
39,Waterman
40,Yoplait
,0
0,List_of_companies_of_Gabon
,0
0,List_of_companies_of_Germany
1,A. Lange & Söhne
2,Adidas
3,Alpina
4,Armedangels
5,Audi
6,August Storck
7,Auto Union
8,Bahlsen
9,BayWa
10,BBS Kraftfahrzeugtechnik
11,Beck's Brewery
12,Behringer
13,Beiersdorf
14,Beyerdynamic
15,Birkenstock
16,Bitburger Brewery
17,Blaupunkt
18,BMW
19,Braun
20,C. Bechstein
21,Daimler AG
22,Deutsche Grammophon
23,Diezel
24,DOVO Solingen
25,Dr. Oetker
26,Eberhard Faber
27,edding
28,EnOcean
29,Epcos
30,Faber-Castell
31,Fein
32,Fischertechnik
33,Fissler
34,Fond of Bags
35,Ford Germany
36,Ford of Europe
37,FRoSTA
38,Gardena
39,Gebrüder Thonet
40,Gerolsteiner Brunnen
41,Grundig
42,Hama Photo
43,Haribo
44,Hugo Boss
45,J. A. Henckels
46,Jack Wolfskin
47,Jil Sander
48,Junghans
49,Knorr
50,Lamy
51,Leica Camera
52,Leidolf
53,Lindauer Dornier
54,Linhof
55,Loewe
56,Löwenbräu
57,Mast-Jägermeister
58,Meindl
59,Meinl Percussion
60,Meinl-Weston
61,Meissen porcelain
62,Melitta
63,Mercedes-AMG
64,Mercedes-Benz
65,Metz
66,Miele
67,Montblanc
68,Nordzucker
69,NSU Motorenwerke
70,Opel
71,Paulaner Brewery
72,Porsche
73,PUMA
74,Radeberger Brewery
75,Reemtsma
76,Rimowa
77,Ritter Sport
78,Robert Bosch GmbH
79,ROSE Bikes
80,RUF Automobile
81,SABA
82,Schaller Guitarenparts
83,Schwan-Stabilo
84,Sebamed
85,Sennheiser
86,Severin Elektro
87,Smart
88,Sonor
89,Staedtler
90,Steinway & Sons
91,Südzucker
92,Telefunken
93,Ulla Popken
94,Ultrasone
95,Underberg
96,Vaude
97,Villeroy & Boch
98,Volkswagen Group
99,Volkswagen
100,Warsteiner
101,Wella
102,Wera Werk Hermann Werner
103,Wilkhahn
104,Wüsthof
,0
0,List_of_companies_of_Ghana
1,Accra Brewery Company
2,Benso Oil Palm Plantation
3,British American Tobacco Ghana
4,CFAO Ghana
5,Cocoa Processing Company
6,Golden Web
7,Guinness Ghana Breweries
8,Kuapa Kokoo
9,Mechanical Lloyd
10,Pioneer Kitchenware
11,Printex
12,Produce Buying Company
13,Trashy Bags
14,Unilever Ghana
,0
0,List_of_companies_of_Greece
1,Abea
2,Allatini
3,Arapian
4,Bioman
5,Diana
6,ELCO
7,Epsa
8,Eskimo (Feidakis Group)
9,Evga S.A.
10,Fix Brewery
11,Folli Follie
12,Greek Wine Cellars
13,Haitoglou Bros
14,Hellenic Sugar Industry
15,Ideal Bikes
16,Levante Ferries
17,Izola (Dimitriou Group)
18,Jumbo S.A.
19,Karelia Fine Tobaccos
20,Kyknos
21,Loux
22,Malamatina
23,Melissa S.A.
24,Metaxa
25,Mevgal
26,Minos Wines
27,Misko
28,Mythos Brewery
29,Namco
30,Nipponia
31,Orient Bikes
32,Ouzo Plomari
33,Papadopoulos
34,Papastratos
35,Peiraiki
36,Petropoulos A.E.B.E.
37,Pyramis
38,RAM Europe
39,RCH
40,Brink's
41,Santorini Brewing Company
42,Saracakis
43,Sfakianakis
44,Softex
45,Terkenlis
46,Thessaloniki Waterbus
47,Tropical
48,Tsantali
49,Vivartia
,0
0,List_of_companies_of_Guatemala
1,Malher
2,Trama Textiles
,0
0,List_of_companies_of_Guinea
,0
0,List_of_companies_of_Guyana
1,Banks DIH
2,Guyana Sugar Corporation
3,National Milling Company of Guyana
,0
0,List_of_companies_of_Haiti
1,Brasserie de la Couronne
2,Brasserie Nationale d'Haïti
3,Comme Il Faut
4,Haitian American Sugar Company
5,Rhum Barbancourt
6,Rhum Vieux Labbé
,0
0,List_of_companies_of_Honduras
1,Lacthosa
2,Tegu
,0
0,List_of_companies_of_Hungary
1,Borsod Brewery
2,Csepel
3,Dreher Brewery
4,Ganz Works
5,Gy?ri Keksz
6,Hell Energy
7,Herend Porcelain Manufactory
8,Lehel
9,Pécs Brewery
10,Pick Szeged
11,Rába
12,Tisza Cip?
13,Törley
14,Videoton
15,Zsolnay
16,Zwack
,0
0,List_of_companies_of_Iceland
1,Ölgerðin Egils Skallagrímsson
2,Hagar ehf
3,HB Grandi hf
4,Nói-Siríus hf
5,Sláturfélag Suðurlands svf
6,Tulipop ehf.
,0
0,List_of_companies_of_India
1,Amul
2,Apollo Tyres
3,Arise India
4,Bajaj Auto
5,Boltt
6,Bombay Dyeing
7,Bonn Group of Industries
8,BPL Group
9,Britannia Industries
10,CEAT
11,EID Parry
12,Emami
13,Eureka Forbes
14,Eveready Industries India
15,Farida Group
16,Force Motors
17,Haldiram's
18,Hatsun Agro Product
19,Hawkins Cookers
20,Hero Cycles
21,Hero MotoCorp
22,Hindustan Motors
23,Ideal Jawa
24,Kokuyo Camlin
25,Liberty Shoes
26,Mahindra & Mahindra
27,Marico
28,Maruti Suzuki
29,Metro Shoes
30,Micromax Informatics
31,Milky Mist Dairy
32,MRF
33,MS Shoes
34,Nirma
35,Onida Electronics
36,Organic India
37,Parle Agro
38,Parle Products
39,Reliance Fresh
40,Royal Enfield
41,Shree Renuka Sugars
42,Suminter India Organics
43,Swaraj Mazda
44,Synthite
45,Tata Global Beverages
46,Tata Motors
47,Titan Company
48,TTK Prestige
49,TVS Motor Company
50,V-Guard Industries
51,VIP Industries
52,Voltas
53,VST Industries
54,Welspun India
55,Welspun Syntex
,0
0,List_of_companies_of_Indonesia
1,Bentoel Group
2,Djarum
3,Greenfields
4,Gudang Garam
5,Indofood
6,Indonesian Bureau of Logistics
7,Sampoerna
8,Siantar Top
9,Unilever Indonesia
10,Wings
11,Wismilak Group
,0
0,List_of_companies_of_Iran
1,Golrang Industrial Group
,0
0,List_of_companies_of_Iraq
1,Baghdad Soft Drinks Co (BSDC)
,0
0,List_of_companies_of_Ireland
1,Barry's Tea
2,Butlers Chocolates
3,C&C Group
4,EDUN
5,Fyffes
6,Glanbia
7,GlenDimplex
8,Greencore
9,Guinness
10,Kerry Group
11,Oatfield
12,Poplar Linens
13,Tipperary Natural Mineral Water
,0
0,List_of_companies_of_Israel
,0
0,List_of_companies_of_Italy
1,Abarth
2,AGV
3,ALAN
4,Alessi
5,Alfa Romeo
6,Alpinestars
7,Birra Amarcord
8,Andrea Moda
9,Aprilia
10,Arflex
11,Armani
12,Artemide
13,Atala
14,Autobianchi
15,B Engineering
16,B&B Italia
17,Bandini Automobili
18,Barilla Group
19,Basso Bikes
20,Benelli
21,Benetton Group
22,Bertolli
23,Beta
24,Bettanin & Venturi
25,Bianchi
26,Bimota
27,Birel
28,Birra Ichnusa
29,Birra Menabrea
30,Birra Moretti
31,Birrificio Angelo Poretti
32,Bizzarrini
33,Blufin
34,Bontempi
35,Bontoni
36,Borrani
37,Borsalino
38,Bottecchia
39,Braccialini
40,Brembo
41,Brioni
42,Brionvega
43,Brondi
44,Bruno Magli
45,Buitoni
46,Bulgari
47,Cagiva
48,Campagnolo
49,Campari Group
50,Canali
51,Candy
52,Caraceni
53,Carpigiani
54,Carrera Sunglasses
55,Cassina S.p.A.
56,Castagnari
57,Chicco
58,Cinelli
59,Cinzano
60,Cirio
61,Colnago
62,Colotti Trasmissioni
63,Columbus
64,Comus S.p.A.
65,COMVERT S.r.l.
66,Coppola Industria Alimentare
67,Corneliani
68,Crumar
69,Dainese
70,Dallara
71,Damiani
72,Dario Pegoretti
73,De Cecco
74,De Rosa
75,De Tomaso
76,Dell'Orto
77,DeLonghi
78,Di Blasi Industriale
79,Diadora
80,Diesel
81,Dolce & Gabbana
82,DR Motor Company
83,Ducati
84,Eko guitars
85,Ellesse
86,E. Marinella
87,Energica Motor Company
88,Ermenegildo Zegna
89,Erreà
90,Etro
91,Fabbrica Ligure Automobili Genova
92,Fabbri Group
93,Facchini Group
94,Faema
95,Fantic Motor
96,Farfisa
97,Fazioli
98,Fendi
99,Ferrari
100,Ferrero SpA
101,Fiat
102,Fioravanti
103,Fondmetal
104,Fornasari
105,Forst
106,Frera
107,Frette
108,Fulcrum Wheels
109,Fulgor
110,Gaggia
111,Gancia
112,Garelli Motorcycles
113,Garlando
114,GDE Bertoni
115,Geox
116,Ghezzi & Brian
117,Gilera
118,Graziano Trasmissioni
119,Grivel
120,Gruppo Bertone
121,Gucci
122,Guerciotti
123,Gufram
124,I.DE.A Institute
125,Illy
126,Indesit Company
127,Innocenti
128,Iride Bicycles
129,Iso
130,Isotta Fraschini
131,Italdesign Giugiaro
132,Italjet
133,Kappa
134,Kiton
135,Krizia
136,Kuota
137,La Perla
138,La Sportiva
139,Lagostina
140,Lamborghini
141,Lambretta
142,Lancia
143,Landi Renzo
144,Lavazza
145,Laverda
146,Loacker
147,Loro Piana
148,Lotto Sport Italia
149,Luigi Borrelli
150,Luxottica
151,Macron
152,Magneti Marelli
153,Magni
154,Malaguti
155,Mandarina Duck
156,Manfrotto
157,Marni
158,Martini & Rossi
159,Marzocchi
160,Marzotto
161,Maserati
162,Massimo Zanetti Beverage Group
163,Max Mara
164,Miche
165,Minarelli
166,Minardi
167,Missoni
168,Miu Miu
169,Mivar
170,Momo
171,Mondial
172,Morbidelli
173,Moretti Motor Company
174,Moschino
175,Moser Cicli
176,Moto Guzzi
177,Moto Morini
178,Moto Rumi
179,Motobi
180,MV Agusta
181,Nardi
182,Natuzzi
183,Nolan
184,Nordica
185,Novarossi
186,OSCA
187,Olivetti
188,OMAS
189,OMP Racing
190,Osella
191,Ostoni
192,OZ Group
193,Pagani
194,Pal Zileri
195,Panerai
196,Parmalat
197,Paton
198,Peg Perego
199,Perfetti Van Melle
200,Peroni S.p.A.
201,Persol
202,Perugina
203,Piaggio
204,Pinarello
205,Pininfarina
206,Pirelli
207,Pogliaghi
208,Police
209,Prada
210,Prinetti & Stucchi
211,Rancilio
212,Rifle
213,Sabelt
214,Saeco
215,Safilo
216,Salvatore Ferragamo S.p.A.
217,San Pellegrino
218,Seleco
219,Sergio Rossi
220,Shy
221,Smeg
222,Società Torinese Automobili Rapid
223,Somec
224,Sparco
225,Suomy
226,Superga
227,Technogym
228,Terra Modena
229,Tod's
230,Trussardi
231,Tuaca
232,UnoAErre
233,Valentino SpA
234,Versace
235,Vespa
236,Viberti
237,Vibram
238,Viscount
239,VM Motori
240,Voiello
241,Vyrus
242,Wilier Triestina
243,Zamperla
244,Zanussi
,0
0,List_of_companies_of_Ivory_Coast
,0
0,List_of_companies_of_Jamaica
1,Desnoes & Geddes
2,J. Wray and Nephew Ltd.
3,Stewart's Automotive Group
,0
0,List_of_companies_of_Japan
,0
0,List_of_companies_of_Jordan
,0
0,List_of_companies_of_Kazakhstan
,0
0,List_of_companies_of_Kenya
1,Cooper Motor Corporation
2,Del Monte Kenya
3,East African Breweries
4,Eveready East Africa
5,Kakuzi Limited
6,Mobius Motors
7,Mumias Sugar Company Limited
8,Rea Vipingo Sisal Estate
9,Sasini Tea and Coffee
10,Unga Group
,0
0,List_of_companies_of_Kuwait
1,Americana Group
2,United Fisheries of Kuwait
,0
0,List_of_companies_of_Kyrgyzstan
,0
0,List_of_companies_of_Laos
1,Lao Brewery Company
,0
0,List_of_companies_of_Latvia
1,C?su Alus
2,Dartz
3,Elko Grupa
4,Ford-Vairogs
5,Laima
6,Latvijas Balzams
7,Riga Autobus Factory
8,Russo-Balt
9,Sereal
10,VEF
,0
0,List_of_companies_of_Lebanon
1,Château Musar
2,IXSIR wine
3,Massaya
4,Tabbah
,0
0,List_of_companies_of_Lesotho
1,Basutoland Ink
,0
0,List_of_companies_of_Liberia
,0
0,List_of_companies_of_Libya
1,Technofarm International
,0
0,List_of_companies_of_Lithuania
1,Alita
2,Baltik vairas
3,Gubernija
4,Kalnapilis
5,Stumbras
6,Tauras
7,Volfas Engelman
,0
0,List_of_companies_of_Luxembourg
1,Brasserie Nationale
2,Gold & Wood
3,Luvanis
4,Mousel
,0
0,List_of_companies_of_Madagascar
1,Karenjy
,0
0,List_of_companies_of_Malawi
1,Agricultural Development and Marketing Corporation (ADMARC)
,0
0,List_of_companies_of_Malaysia
1,Khind Holdings Berhad
2,Modenas
3,NAZA Group
4,OYL Industries
5,Pensonic
6,Perodua
7,Proton Holdings
8,Supermax
9,Tan Chong Motor
10,Top Glove
,0
0,List_of_companies_of_Mali
1,Compagnie malienne pour le développement du textile (CMDT)
,0
0,List_of_companies_of_Malta
1,Emmanuel Delicata
2,Simonds Farsons Cisk
,0
0,List_of_companies_of_Mauritania
,0
0,List_of_companies_of_Mauritius
,0
0,List_of_companies_of_Mexico
1,Ah Cacao Real Chocolate
2,Alpura
3,Arca Continental
4,Bachoco
5,Barcel
6,Cuauhtémoc Moctezuma Brewery
7,Cervecería Baja California
8,Falco Electronics
9,FEMSA
10,Gamesa
11,Gruma
12,Grupo Bimbo
13,Grupo Lala
14,Grupo Modelo
15,Grupo Omnilife
16,Hydra Technologies
17,Italika
18,Jarritos
19,Jumex
20,Kyoto Electronics
21,La Costeña
22,Lanix
23,Mabe
24,Mastretta
25,Mayordomo
26,Meebox
27,Pascual Boing
28,Sabritas
29,Sauza Tequila
30,Selther
31,Semex
32,Sigma Alimentos
33,Tequila Herradura
34,Cerveza Tijuana
35,Videxport
36,Zonda Telecom
,0
0,List_of_companies_of_Moldova
,0
0,List_of_companies_of_Mongolia
1,UFC Group
,0
0,List_of_companies_of_Montenegro
1,Plantaže
2,Trebjesa brewery
,0
0,List_of_companies_of_Morocco
1,Laraki
2,Les Domaines Agricoles
3,Société Automobiles Ménara
4,Somaca
5,Sopriam
,0
0,List_of_companies_of_Mozambique
,0
0,List_of_companies_of_Myanmar
1,Aeon Display and Security System
2,Myanmar Distribution Group
3,Shan Star
,0
0,List_of_companies_of_Namibia
1,Bidvest Namibia
2,Namib Mills
3,Namibia Breweries Limited
,0
0,List_of_companies_of_Nepal
1,Giribandhu Tea Estate
2,Hulas Motors
3,Krishna Pauroti
,0
0,List_of_companies_of_New_Zealand
1,AFFCO Holdings
2,Alliance Group
3,Baby on the Move
4,Cavalier Corporation
5,Cloudy Bay Vineyards
6,Fisher & Paykel Appliances Holdings Ltd
7,Fonterra Co-operative Group Ltd
8,Grove Mill
9,Hubbard Foods
10,Invivo Wines
11,Landcorp
12,Pernod Ricard NZ
13,phil&teds
14,Talley's Group
15,Te Mata Estate
16,Yealands Estate
17,Zespri
,0
0,List_of_companies_of_Nicaragua
1,Compañía Cervecera de Nicaragua
2,El Castillo del Cacao
3,Flor de Caña
4,Gelateria Italiana
5,Joya de Nicaragua
6,Kola Shaler Industrial
,0
0,List_of_companies_of_Niger
,0
0,List_of_companies_of_Nigeria
,0
0,List_of_companies_of_North_Korea
1,Korea Ponghwa General Corporation
2,Korea Sinhung Trading Corporation
3,Korea Sogyong Trading Corporation
4,Korea Unha General Trading Corporation
5,Noko Jeans
6,Pyongyang Chewing Gum Factory
7,Taedonggang Brewing Company
,0
0,List_of_companies_of_North_Macedonia
1,Teteks
2,Tutunski kombinat Prilep
,0
0,List_of_companies_of_Norway
1,Aker BioMarine
2,Arthur Soltvedt Møbelfabrikk
